instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
262,1/12/2011,1,0,1,8,0,3,1,1,0.16,0.17,0.59,0.16,3.00,125.00,128.00
263,1/12/2011,1,0,1,9,0,3,1,1,0.16,0.14,0.59,0.33,3.00,78.00,81.00
264,1/12/2011,1,0,1,10,0,3,1,1,0.18,0.18,0.55,0.22,0.00,39.00,39.00
265,1/12/2011,1,0,1,11,0,3,1,1,0.20,0.18,0.51,0.39,3.00,32.00,35.00
266,1/12/2011,1,0,1,12,0,3,1,1,0.20,0.15,0.47,0.58,3.00,52.00,55.00
267,1/12/2011,1,0,1,13,0,3,1,1,0.22,0.20,0.44,0.36,0.00,49.00,49.00
268,1/12/2011,1,0,1,14,0,3,1,1,0.20,0.18,0.47,0.33,0.00,44.00,44.00
269,1/12/2011,1,0,1,15,0,3,1,1,0.20,0.17,0.47,0.42,1.00,48.00,49.00
270,1/12/2011,1,0,1,16,0,3,1,1,0.22,0.20,0.44,0.33,5.00,63.00,68.00
271,1/12/2011,1,0,1,17,0,3,1,1,0.20,0.18,0.47,0.36,0.00,139.00,139.00
272,1/12/2011,1,0,1,18,0,3,1,1,0.20,0.15,0.47,0.52,2.00,135.00,137.00
273,1/12/2011,1,0,1,19,0,3,1,1,0.18,0.15,0.47,0.42,1.00,82.00,83.00
274,1/12/2011,1,0,1,20,0,3,1,1,0.16,0.14,0.50,0.33,2.00,54.00,56.00
275,1/12/2011,1,0,1,21,0,3,1,1,0.16,0.14,0.55,0.33,0.00,57.00,57.00
276,1/12/2011,1,0,1,22,0,3,1,1,0.16,0.12,0.55,0.45,1.00,32.00,33.00
277,1/12/2011,1,0,1,23,0,3,1,1,0.14,0.11,0.59,0.42,1.00,19.00,20.00
278,1/13/2011,1,0,1,0,0,4,1,1,0.14,0.12,0.59,0.28,1.00,6.00,7.00
279,1/13/2011,1,0,1,1,0,4,1,1,0.14,0.12,0.50,0.28,0.00,2.00,2.00
280,1/13/2011,1,0,1,2,0,4,1,1,0.14,0.12,0.50,0.36,0.00,2.00,2.00
281,1/13/2011,1,0,1,3,0,4,1,1,0.14,0.12,0.50,0.33,0.00,3.00,3.00
282,1/13/2011,1,0,1,4,0,4,1,1,0.14,0.12,0.50,0.25,0.00,4.00,4.00
283,1/13/2011,1,0,1,5,0,4,1,1,0.14,0.12,0.50,0.30,0.00,3.00,3.00
284,1/13/2011,1,0,1,6,0,4,1,1,0.12,0.15,0.54,0.13,0.00,28.00,28.00
285,1/13/2011,1,0,1,7,0,4,1,1,0.12,0.15,0.54,0.13,0.00,72.00,72.00
286,1/13/2011,1,0,1,8,0,4,1,1,0.14,0.14,0.50,0.19,5.00,197.00,202.00
287,1/13/2011,1,0,1,9,0,4,1,1,0.14,0.12,0.50,0.33,2.00,137.00,139.00
288,1/13/2011,1,0,1,10,0,4,1,2,0.16,0.14,0.50,0.36,2.00,36.00,38.00
289,1/13/2011,1,0,1,11,0,4,1,2,0.20,0.17,0.44,0.45,4.00,33.00,37.00
290,1/13/2011,1,0,1,12,0,4,1,1,0.20,0.17,0.44,0.42,3.00,49.00,52.00
291,1/13/2011,1,0,1,13,0,4,1,1,0.22,0.20,0.41,0.45,2.00,81.00,83.00
292,1/13/2011,1,0,1,14,0,4,1,1,0.22,0.20,0.41,0.39,3.00,39.00,42.00
293,1/13/2011,1,0,1,15,0,4,1,1,0.24,0.21,0.38,0.30,5.00,55.00,60.00
294,1/13/2011,1,0,1,16,0,4,1,1,0.24,0.21,0.38,0.36,2.00,76.00,78.00
295,1/13/2011,1,0,1,17,0,4,1,1,0.20,0.18,0.40,0.28,4.00,158.00,162.00
296,1/13/2011,1,0,1,18,0,4,1,1,0.20,0.18,0.40,0.33,3.00,141.00,144.00
297,1/13/2011,1,0,1,19,0,4,1,1,0.16,0.15,0.47,0.25,1.00,98.00,99.00
298,1/13/2011,1,0,1,20,0,4,1,1,0.16,0.15,0.47,0.22,0.00,64.00,64.00
299,1/13/2011,1,0,1,21,0,4,1,1,0.14,0.12,0.46,0.30,0.00,40.00,40.00
300,1/13/2011,1,0,1,22,0,4,1,1,0.14,0.12,0.46,0.33,0.00,30.00,30.00
301,1/13/2011,1,0,1,23,0,4,1,1,0.12,0.14,0.50,0.19,1.00,14.00,15.00
302,1/14/2011,1,0,1,0,0,5,1,1,0.12,0.14,0.50,0.19,0.00,14.00,14.00
303,1/14/2011,1,0,1,1,0,5,1,1,0.10,0.12,0.54,0.16,0.00,5.00,5.00
304,1/14/2011,1,0,1,2,0,5,1,1,0.10,0.12,0.54,0.13,0.00,1.00,1.00
305,1/14/2011,1,0,1,3,0,5,1,1,0.10,0.14,0.54,0.10,0.00,1.00,1.00
306,1/14/2011,1,0,1,5,0,5,1,1,0.10,0.14,0.54,0.09,0.00,8.00,8.00
307,1/14/2011,1,0,1,6,0,5,1,1,0.10,0.18,0.54,0.00,0.00,17.00,17.00
308,1/14/2011,1,0,1,7,0,5,1,1,0.10,0.12,0.74,0.16,0.00,70.00,70.00
309,1/14/2011,1,0,1,8,0,5,1,1,0.12,0.17,0.68,0.00,2.00,156.00,158.00
310,1/14/2011,1,0,1,9,0,5,1,1,0.14,0.15,0.69,0.13,0.00,117.00,117.00
311,1/14/2011,1,0,1,10,0,5,1,1,0.18,0.18,0.55,0.19,4.00,40.00,44.00
312,1/14/2011,1,0,1,11,0,5,1,1,0.18,0.17,0.51,0.28,6.00,47.00,53.00
313,1/14/2011,1,0,1,12,0,5,1,1,0.20,0.20,0.44,0.25,2.00,59.00,61.00
314,1/14/2011,1,0,1,13,0,5,1,1,0.22,0.20,0.37,0.39,4.00,73.00,77.00
315,1/14/2011,1,0,1,14,0,5,1,1,0.22,0.21,0.41,0.28,5.00,59.00,64.00
316,1/14/2011,1,0,1,15,0,5,1,1,0.24,0.24,0.38,0.16,9.00,59.00,68.00
317,1/14/2011,1,0,1,16,0,5,1,1,0.22,0.24,0.41,0.10,3.00,87.00,90.00
318,1/14/2011,1,0,1,17,0,5,1,1,0.22,0.23,0.41,0.16,4.00,155.00,159.00
319,1/14/2011,1,0,1,18,0,5,1,1,0.20,0.26,0.47,0.00,5.00,134.00,139.00
320,1/14/2011,1,0,1,19,0,5,1,1,0.16,0.20,0.59,0.09,3.00,89.00,92.00
321,1/14/2011,1,0,1,20,0,5,1,1,0.18,0.24,0.59,0.00,0.00,68.00,68.00
322,1/14/2011,1,0,1,21,0,5,1,1,0.16,0.23,0.69,0.00,4.00,48.00,52.00
323,1/14/2011,1,0,1,22,0,5,1,2,0.16,0.23,0.69,0.00,2.00,34.00,36.00
324,1/14/2011,1,0,1,23,0,5,1,2,0.18,0.24,0.55,0.00,1.00,26.00,27.00
325,1/15/2011,1,0,1,0,0,6,0,1,0.18,0.24,0.55,0.00,3.00,25.00,28.00
326,1/15/2011,1,0,1,1,0,6,0,2,0.16,0.20,0.59,0.09,2.00,18.00,20.00
327,1/15/2011,1,0,1,2,0,6,0,2,0.16,0.20,0.59,0.09,0.00,12.00,12.00
328,1/15/2011,1,0,1,3,0,6,0,2,0.16,0.23,0.59,0.00,1.00,7.00,8.00
329,1/15/2011,1,0,1,4,0,6,0,2,0.16,0.23,0.59,0.00,0.00,5.00,5.00
330,1/15/2011,1,0,1,5,0,6,0,1,0.16,0.23,0.59,0.00,0.00,1.00,1.00
331,1/15/2011,1,0,1,6,0,6,0,1,0.14,0.17,0.63,0.10,1.00,2.00,3.00
332,1/15/2011,1,0,1,7,0,6,0,1,0.14,0.21,0.63,0.00,1.00,9.00,10.00
333,1/15/2011,1,0,1,8,0,6,0,1,0.14,0.15,0.63,0.13,1.00,22.00,23.00
334,1/15/2011,1,0,1,9,0,6,0,1,0.16,0.18,0.64,0.13,2.00,31.00,33.00
335,1/15/2011,1,0,1,10,0,6,0,1,0.18,0.20,0.59,0.16,2.00,57.00,59.00
336,1/15/2011,1,0,1,11,0,6,0,1,0.20,0.20,0.55,0.22,18.00,54.00,72.00
337,1/15/2011,1,0,1,12,0,6,0,1,0.24,0.23,0.48,0.22,15.00,74.00,89.00
338,1/15/2011,1,0,1,13,0,6,0,1,0.28,0.26,0.38,0.30,21.00,80.00,101.00
339,1/15/2011,1,0,1,14,0,6,0,1,0.30,0.29,0.39,0.28,26.00,92.00,118.00
340,1/15/2011,1,0,1,15,0,6,0,2,0.32,0.32,0.36,0.19,21.00,108.00,129.00
341,1/15/2011,1,0,1,16,0,6,0,2,0.34,0.33,0.34,0.19,33.00,95.00,128.00
342,1/15/2011,1,0,1,17,0,6,0,2,0.32,0.30,0.36,0.28,29.00,54.00,83.00
343,1/15/2011,1,0,1,18,0,6,0,2,0.30,0.29,0.45,0.25,15.00,69.00,84.00
344,1/15/2011,1,0,1,19,0,6,0,2,0.32,0.30,0.39,0.25,14.00,60.00,74.00
345,1/15/2011,1,0,1,20,0,6,0,2,0.32,0.30,0.39,0.25,6.00,35.00,41.00
346,1/15/2011,1,0,1,21,0,6,0,2,0.32,0.30,0.39,0.22,6.00,51.00,57.00
347,1/15/2011,1,0,1,22,0,6,0,2,0.30,0.32,0.42,0.10,0.00,26.00,26.00
348,1/15/2011,1,0,1,23,0,6,0,1,0.30,0.29,0.45,0.28,5.00,39.00,44.00
349,1/16/2011,1,0,1,0,0,0,0,1,0.26,0.30,0.56,0.00,6.00,33.00,39.00
350,1/16/2011,1,0,1,1,0,0,0,1,0.26,0.27,0.56,0.13,4.00,19.00,23.00
351,1/16/2011,1,0,1,2,0,0,0,1,0.26,0.29,0.56,0.09,3.00,13.00,16.00
352,1/16/2011,1,0,1,3,0,0,0,1,0.22,0.27,0.69,0.00,9.00,6.00,15.00
353,1/16/2011,1,0,1,4,0,0,0,1,0.26,0.26,0.56,0.16,0.00,1.00,1.00
354,1/16/2011,1,0,1,5,0,0,0,2,0.26,0.26,0.56,0.16,1.00,1.00,2.00
355,1/16/2011,1,0,1,6,0,0,0,2,0.26,0.26,0.56,0.16,0.00,1.00,1.00
356,1/16/2011,1,0,1,7,0,0,0,2,0.24,0.21,0.56,0.30,0.00,3.00,3.00
357,1/16/2011,1,0,1,8,0,0,0,1,0.22,0.21,0.55,0.28,0.00,18.00,18.00
358,1/16/2011,1,0,1,9,0,0,0,1,0.22,0.21,0.51,0.25,3.00,29.00,32.00
359,1/16/2011,1,0,1,10,0,0,0,1,0.22,0.21,0.51,0.28,8.00,71.00,79.00
360,1/16/2011,1,0,1,11,0,0,0,1,0.24,0.23,0.44,0.25,23.00,70.00,93.00
361,1/16/2011,1,0,1,12,0,0,0,1,0.24,0.21,0.41,0.28,29.00,75.00,104.00
362,1/16/2011,1,0,1,13,0,0,0,1,0.26,0.23,0.35,0.30,23.00,95.00,118.00
363,1/16/2011,1,0,1,14,0,0,0,1,0.28,0.27,0.36,0.25,22.00,69.00,91.00
364,1/16/2011,1,0,1,15,0,0,0,1,0.26,0.24,0.38,0.25,35.00,78.00,113.00
365,1/16/2011,1,0,1,16,0,0,0,1,0.24,0.23,0.38,0.22,22.00,77.00,99.00
366,1/16/2011,1,0,1,17,0,0,0,1,0.22,0.21,0.37,0.25,23.00,82.00,105.00
367,1/16/2011,1,0,1,18,0,0,0,1,0.20,0.21,0.40,0.16,11.00,56.00,67.00
368,1/16/2011,1,0,1,19,0,0,0,1,0.18,0.20,0.47,0.13,14.00,47.00,61.00
369,1/16/2011,1,0,1,20,0,0,0,1,0.18,0.20,0.47,0.16,7.00,50.00,57.00
370,1/16/2011,1,0,1,21,0,0,0,1,0.18,0.20,0.51,0.16,6.00,22.00,28.00
371,1/16/2011,1,0,1,22,0,0,0,2,0.20,0.21,0.49,0.13,2.00,19.00,21.00
372,1/16/2011,1,0,1,23,0,0,0,2,0.20,0.23,0.40,0.10,0.00,18.00,18.00
373,1/17/2011,1,0,1,0,1,1,0,2,0.20,0.20,0.47,0.22,1.00,16.00,17.00
374,1/17/2011,1,0,1,1,1,1,0,2,0.20,0.20,0.44,0.19,1.00,15.00,16.00
375,1/17/2011,1,0,1,2,1,1,0,2,0.18,0.17,0.43,0.25,0.00,8.00,8.00
376,1/17/2011,1,0,1,3,1,1,0,2,0.18,0.18,0.43,0.19,0.00,2.00,2.00
377,1/17/2011,1,0,1,4,1,1,0,2,0.18,0.20,0.43,0.13,1.00,2.00,3.00
378,1/17/2011,1,0,1,5,1,1,0,2,0.18,0.20,0.43,0.16,0.00,1.00,1.00
379,1/17/2011,1,0,1,6,1,1,0,2,0.18,0.18,0.43,0.19,0.00,5.00,5.00
380,1/17/2011,1,0,1,7,1,1,0,2,0.16,0.18,0.50,0.13,4.00,9.00,13.00
381,1/17/2011,1,0,1,8,1,1,0,2,0.16,0.15,0.47,0.22,3.00,30.00,33.00
382,1/17/2011,1,0,1,9,1,1,0,2,0.16,0.15,0.47,0.22,8.00,39.00,47.00
383,1/17/2011,1,0,1,10,1,1,0,2,0.16,0.15,0.50,0.25,7.00,50.00,57.00
384,1/17/2011,1,0,1,11,1,1,0,2,0.16,0.15,0.55,0.19,9.00,55.00,64.00
385,1/17/2011,1,0,1,12,1,1,0,2,0.18,0.20,0.47,0.13,10.00,70.00,80.00
386,1/17/2011,1,0,1,13,1,1,0,2,0.18,0.20,0.47,0.13,13.00,80.00,93.00
387,1/17/2011,1,0,1,14,1,1,0,2,0.18,0.21,0.43,0.10,12.00,74.00,86.00
388,1/17/2011,1,0,1,15,1,1,0,2,0.20,0.21,0.47,0.16,21.00,72.00,93.00
389,1/17/2011,1,0,1,16,1,1,0,2,0.20,0.21,0.47,0.16,6.00,76.00,82.00
390,1/17/2011,1,0,1,17,1,1,0,1,0.20,0.20,0.51,0.19,4.00,67.00,71.00
391,1/17/2011,1,0,1,18,1,1,0,2,0.18,0.17,0.55,0.25,7.00,85.00,92.00
392,1/17/2011,1,0,1,19,1,1,0,3,0.18,0.18,0.59,0.19,2.00,58.00,60.00
393,1/17/2011,1,0,1,20,1,1,0,3,0.16,0.15,0.80,0.19,4.00,29.00,33.00
394,1/17/2011,1,0,1,21,1,1,0,3,0.16,0.15,0.80,0.19,3.00,24.00,27.00
395,1/17/2011,1,0,1,22,1,1,0,3,0.14,0.12,0.93,0.25,0.00,13.00,13.00
396,1/17/2011,1,0,1,23,1,1,0,3,0.16,0.14,0.86,0.28,1.00,3.00,4.00
397,1/18/2011,1,0,1,12,0,2,1,2,0.20,0.18,0.86,0.33,0.00,3.00,3.00
398,1/18/2011,1,0,1,13,0,2,1,2,0.20,0.20,0.86,0.22,0.00,22.00,22.00
399,1/18/2011,1,0,1,14,0,2,1,2,0.22,0.23,0.80,0.16,2.00,26.00,28.00
400,1/18/2011,1,0,1,15,0,2,1,2,0.22,0.23,0.87,0.16,3.00,32.00,35.00
401,1/18/2011,1,0,1,16,0,2,1,2,0.22,0.23,0.87,0.19,0.00,61.00,61.00
402,1/18/2011,1,0,1,17,0,2,1,2,0.22,0.23,0.82,0.19,1.00,124.00,125.00
403,1/18/2011,1,0,1,18,0,2,1,2,0.22,0.23,0.80,0.16,1.00,132.00,133.00
404,1/18/2011,1,0,1,19,0,2,1,2,0.22,0.23,0.80,0.13,1.00,98.00,99.00
405,1/18/2011,1,0,1,20,0,2,1,2,0.22,0.27,0.87,0.00,0.00,83.00,83.00
406,1/18/2011,1,0,1,21,0,2,1,2,0.22,0.24,0.93,0.10,0.00,41.00,41.00
407,1/18/2011,1,0,1,22,0,2,1,2,0.22,0.26,0.93,0.09,0.00,33.00,33.00
408,1/18/2011,1,0,1,23,0,2,1,2,0.22,0.27,0.93,0.00,1.00,19.00,20.00
409,1/19/2011,1,0,1,0,0,3,1,2,0.22,0.27,0.93,0.00,0.00,3.00,3.00
410,1/19/2011,1,0,1,1,0,3,1,3,0.22,0.23,0.93,0.13,1.00,6.00,7.00
411,1/19/2011,1,0,1,2,0,3,1,3,0.22,0.23,0.93,0.13,0.00,3.00,3.00
412,1/19/2011,1,0,1,4,0,3,1,3,0.22,0.23,0.93,0.13,1.00,1.00,2.00
413,1/19/2011,1,0,1,5,0,3,1,2,0.22,0.26,0.93,0.09,0.00,7.00,7.00
414,1/19/2011,1,0,1,6,0,3,1,2,0.22,0.26,0.93,0.09,0.00,32.00,32.00
415,1/19/2011,1,0,1,7,0,3,1,2,0.24,0.26,0.92,0.10,1.00,89.00,90.00
416,1/19/2011,1,0,1,8,0,3,1,2,0.24,0.26,0.93,0.10,1.00,196.00,197.00
417,1/19/2011,1,0,1,9,0,3,1,2,0.24,0.26,0.93,0.10,2.00,107.00,109.00
418,1/19/2011,1,0,1,10,0,3,1,2,0.26,0.27,0.93,0.13,1.00,46.00,47.00
419,1/19/2011,1,0,1,11,0,3,1,2,0.28,0.30,0.87,0.09,5.00,47.00,52.00
420,1/19/2011,1,0,1,12,0,3,1,2,0.30,0.32,0.81,0.09,5.00,65.00,70.00
421,1/19/2011,1,0,1,13,0,3,1,1,0.40,0.41,0.62,0.28,11.00,67.00,78.00
422,1/19/2011,1,0,1,14,0,3,1,1,0.40,0.41,0.58,0.25,7.00,68.00,75.00
423,1/19/2011,1,0,1,15,0,3,1,1,0.40,0.41,0.54,0.28,4.00,78.00,82.00
424,1/19/2011,1,0,1,16,0,3,1,1,0.38,0.39,0.58,0.39,10.00,94.00,104.00
425,1/19/2011,1,0,1,17,0,3,1,1,0.36,0.33,0.57,0.33,7.00,190.00,197.00
426,1/19/2011,1,0,1,18,0,3,1,1,0.34,0.32,0.61,0.28,5.00,156.00,161.00
427,1/19/2011,1,0,1,19,0,3,1,1,0.32,0.29,0.57,0.42,4.00,108.00,112.00
428,1/19/2011,1,0,1,20,0,3,1,1,0.32,0.30,0.49,0.30,2.00,74.00,76.00
429,1/19/2011,1,0,1,21,0,3,1,1,0.32,0.29,0.49,0.42,4.00,55.00,59.00
430,1/19/2011,1,0,1,22,0,3,1,1,0.30,0.30,0.52,0.16,6.00,53.00,59.00
431,1/19/2011,1,0,1,23,0,3,1,1,0.30,0.27,0.52,0.46,1.00,27.00,28.00
432,1/20/2011,1,0,1,0,0,4,1,1,0.26,0.23,0.56,0.39,5.00,8.00,13.00
433,1/20/2011,1,0,1,1,0,4,1,1,0.26,0.27,0.56,0.00,2.00,3.00,5.00
434,1/20/2011,1,0,1,2,0,4,1,1,0.26,0.27,0.56,0.00,0.00,2.00,2.00
435,1/20/2011,1,0,1,3,0,4,1,1,0.26,0.26,0.56,0.16,0.00,1.00,1.00
436,1/20/2011,1,0,1,4,0,4,1,1,0.26,0.26,0.56,0.16,0.00,1.00,1.00
437,1/20/2011,1,0,1,5,0,4,1,1,0.24,0.23,0.60,0.22,0.00,6.00,6.00
438,1/20/2011,1,0,1,6,0,4,1,1,0.22,0.21,0.60,0.22,0.00,35.00,35.00
439,1/20/2011,1,0,1,7,0,4,1,1,0.22,0.21,0.55,0.22,1.00,100.00,101.00
440,1/20/2011,1,0,1,8,0,4,1,1,0.22,0.21,0.55,0.28,2.00,247.00,249.00
441,1/20/2011,1,0,1,9,0,4,1,2,0.24,0.23,0.52,0.22,3.00,140.00,143.00
442,1/20/2011,1,0,1,10,0,4,1,1,0.26,0.23,0.48,0.30,1.00,56.00,57.00
443,1/20/2011,1,0,1,11,0,4,1,2,0.28,0.27,0.45,0.16,5.00,63.00,68.00
444,1/20/2011,1,0,1,12,0,4,1,2,0.30,0.33,0.42,0.00,7.00,77.00,84.00
445,1/20/2011,1,0,1,13,0,4,1,2,0.28,0.29,0.45,0.10,12.00,86.00,98.00
446,1/20/2011,1,0,1,14,0,4,1,2,0.30,0.30,0.45,0.13,6.00,75.00,81.00
447,1/20/2011,1,0,1,15,0,4,1,2,0.32,0.32,0.45,0.19,8.00,62.00,70.00
448,1/20/2011,1,0,1,16,0,4,1,2,0.30,0.30,0.49,0.13,8.00,83.00,91.00
449,1/20/2011,1,0,1,17,0,4,1,2,0.30,0.32,0.49,0.10,8.00,207.00,215.00
450,1/20/2011,1,0,1,18,0,4,1,2,0.26,0.26,0.56,0.19,1.00,184.00,185.00
451,1/20/2011,1,0,1,19,0,4,1,1,0.26,0.23,0.56,0.33,6.00,146.00,152.00
452,1/20/2011,1,0,1,20,0,4,1,2,0.26,0.24,0.60,0.28,2.00,124.00,126.00
453,1/20/2011,1,0,1,21,0,4,1,2,0.24,0.23,0.60,0.25,3.00,54.00,57.00
454,1/20/2011,1,0,1,22,0,4,1,2,0.24,0.21,0.65,0.28,0.00,56.00,56.00
455,1/20/2011,1,0,1,23,0,4,1,2,0.24,0.21,0.65,0.33,3.00,28.00,31.00
456,1/21/2011,1,0,1,0,0,5,1,2,0.24,0.23,0.70,0.25,1.00,20.00,21.00
457,1/21/2011,1,0,1,1,0,5,1,2,0.24,0.23,0.70,0.25,0.00,6.00,6.00
458,1/21/2011,1,0,1,2,0,5,1,3,0.24,0.24,0.75,0.16,0.00,2.00,2.00
459,1/21/2011,1,0,1,3,0,5,1,3,0.22,0.21,0.80,0.30,0.00,1.00,1.00
460,1/21/2011,1,0,1,4,0,5,1,2,0.22,0.26,0.87,0.09,0.00,1.00,1.00
461,1/21/2011,1,0,1,5,0,5,1,1,0.24,0.20,0.60,0.42,1.00,4.00,5.00
462,1/21/2011,1,0,1,6,0,5,1,1,0.22,0.21,0.55,0.25,0.00,27.00,27.00
463,1/21/2011,1,0,1,7,0,5,1,1,0.20,0.18,0.51,0.28,2.00,66.00,68.00
464,1/21/2011,1,0,1,8,0,5,1,1,0.20,0.18,0.47,0.33,7.00,210.00,217.00
465,1/21/2011,1,0,1,9,0,5,1,1,0.20,0.18,0.51,0.36,7.00,159.00,166.00
466,1/21/2011,1,0,1,10,0,5,1,1,0.20,0.17,0.47,0.46,6.00,57.00,63.00
467,1/21/2011,1,0,1,11,0,5,1,1,0.22,0.18,0.41,0.46,6.00,53.00,59.00
468,1/21/2011,1,0,1,12,0,5,1,1,0.22,0.18,0.27,0.58,11.00,67.00,78.00
469,1/21/2011,1,0,1,13,0,5,1,1,0.20,0.15,0.21,0.58,8.00,65.00,73.00
470,1/21/2011,1,0,1,14,0,5,1,1,0.20,0.15,0.25,0.52,6.00,56.00,62.00
471,1/21/2011,1,0,1,15,0,5,1,1,0.16,0.12,0.26,0.45,4.00,61.00,65.00
472,1/21/2011,1,0,1,16,0,5,1,1,0.16,0.14,0.26,0.36,0.00,97.00,97.00
473,1/21/2011,1,0,1,17,0,5,1,1,0.14,0.12,0.28,0.36,10.00,151.00,161.00
474,1/21/2011,1,0,1,18,0,5,1,1,0.12,0.12,0.30,0.25,1.00,119.00,120.00
475,1/21/2011,1,0,1,19,0,5,1,1,0.12,0.11,0.30,0.33,3.00,93.00,96.00
476,1/21/2011,1,0,1,20,0,5,1,1,0.10,0.08,0.33,0.42,1.00,52.00,53.00
477,1/21/2011,1,0,1,21,0,5,1,1,0.08,0.08,0.38,0.28,0.00,41.00,41.00
478,1/21/2011,1,0,1,22,0,5,1,1,0.06,0.03,0.41,0.39,1.00,33.00,34.00
479,1/21/2011,1,0,1,23,0,5,1,1,0.06,0.05,0.38,0.33,0.00,27.00,27.00
480,1/22/2011,1,0,1,0,0,6,0,1,0.04,0.03,0.45,0.25,0.00,13.00,13.00
481,1/22/2011,1,0,1,1,0,6,0,2,0.04,0.00,0.41,0.39,3.00,9.00,12.00
482,1/22/2011,1,0,1,2,0,6,0,2,0.04,0.03,0.41,0.25,0.00,11.00,11.00
483,1/22/2011,1,0,1,3,0,6,0,2,0.04,0.03,0.41,0.28,1.00,6.00,7.00
484,1/22/2011,1,0,1,4,0,6,0,2,0.02,0.02,0.48,0.30,0.00,3.00,3.00
485,1/22/2011,1,0,1,6,0,6,0,2,0.02,0.03,0.44,0.22,0.00,2.00,2.00
486,1/22/2011,1,0,1,7,0,6,0,1,0.02,0.02,0.44,0.28,0.00,8.00,8.00
487,1/22/2011,1,0,1,8,0,6,0,1,0.02,0.00,0.44,0.33,1.00,26.00,27.00
488,1/22/2011,1,0,1,9,0,6,0,1,0.04,0.03,0.41,0.25,3.00,37.00,40.00
489,1/22/2011,1,0,1,10,0,6,0,2,0.04,0.06,0.41,0.16,3.00,50.00,53.00
490,1/22/2011,1,0,1,11,0,6,0,2,0.06,0.08,0.38,0.13,4.00,59.00,63.00
491,1/22/2011,1,0,1,12,0,6,0,2,0.06,0.11,0.38,0.10,10.00,60.00,70.00
492,1/22/2011,1,0,1,13,0,6,0,1,0.08,0.17,0.35,0.00,12.00,72.00,84.00
493,1/22/2011,1,0,1,14,0,6,0,1,0.10,0.14,0.33,0.10,11.00,64.00,75.00
494,1/22/2011,1,0,1,15,0,6,0,1,0.12,0.15,0.28,0.00,10.00,93.00,103.00
495,1/22/2011,1,0,1,16,0,6,0,1,0.12,0.14,0.28,0.19,11.00,72.00,83.00
496,1/22/2011,1,0,1,17,0,6,0,1,0.12,0.20,0.28,0.00,8.00,59.00,67.00
497,1/22/2011,1,0,1,18,0,6,0,1,0.08,0.09,0.35,0.19,0.00,54.00,54.00
498,1/22/2011,1,0,1,19,0,6,0,1,0.08,0.11,0.35,0.13,6.00,53.00,59.00
499,1/22/2011,1,0,1,20,0,6,0,1,0.06,0.08,0.45,0.16,1.00,44.00,45.00
500,1/22/2011,1,0,1,21,0,6,0,1,0.06,0.11,0.41,0.09,0.00,39.00,39.00
501,1/22/2011,1,0,1,22,0,6,0,1,0.06,0.15,0.49,0.00,7.00,23.00,30.00
502,1/22/2011,1,0,1,23,0,6,0,1,0.04,0.08,0.57,0.10,2.00,31.00,33.00
503,1/23/2011,1,0,1,0,0,0,0,1,0.04,0.08,0.57,0.10,2.00,20.00,22.00
504,1/23/2011,1,0,1,1,0,0,0,1,0.04,0.08,0.57,0.10,1.00,12.00,13.00
505,1/23/2011,1,0,1,2,0,0,0,1,0.02,0.06,0.62,0.13,3.00,15.00,18.00
506,1/23/2011,1,0,1,3,0,0,0,1,0.02,0.06,0.62,0.13,1.00,4.00,5.00
507,1/23/2011,1,0,1,5,0,0,0,2,0.04,0.08,0.57,0.10,0.00,3.00,3.00
508,1/23/2011,1,0,1,6,0,0,0,2,0.04,0.08,0.57,0.10,0.00,1.00,1.00
509,1/23/2011,1,0,1,7,0,0,0,1,0.08,0.11,0.58,0.16,1.00,1.00,2.00
510,1/23/2011,1,0,1,8,0,0,0,1,0.06,0.08,0.62,0.16,2.00,17.00,19.00
511,1/23/2011,1,0,1,9,0,0,0,1,0.10,0.08,0.54,0.36,3.00,25.00,28.00
512,1/23/2011,1,0,1,10,0,0,0,1,0.14,0.11,0.46,0.39,7.00,51.00,58.00
513,1/23/2011,1,0,1,11,0,0,0,1,0.14,0.14,0.43,0.22,22.00,77.00,99.00
514,1/23/2011,1,0,1,12,0,0,0,1,0.16,0.12,0.37,0.46,24.00,92.00,116.00
515,1/23/2011,1,0,1,13,0,0,0,1,0.14,0.11,0.33,0.39,12.00,75.00,87.00
516,1/23/2011,1,0,1,14,0,0,0,1,0.16,0.14,0.28,0.36,17.00,93.00,110.00
517,1/23/2011,1,0,1,15,0,0,0,1,0.16,0.14,0.28,0.36,13.00,64.00,77.00
518,1/23/2011,1,0,1,16,0,0,0,1,0.16,0.14,0.26,0.33,9.00,56.00,65.00
519,1/23/2011,1,0,1,17,0,0,0,1,0.14,0.11,0.26,0.39,5.00,50.00,55.00
520,1/23/2011,1,0,1,18,0,0,0,1,0.12,0.12,0.30,0.25,5.00,44.00,49.00
521,1/23/2011,1,0,1,19,0,0,0,1,0.12,0.12,0.30,0.28,5.00,45.00,50.00
522,1/23/2011,1,0,1,20,0,0,0,1,0.10,0.11,0.36,0.25,4.00,31.00,35.00
523,1/23/2011,1,0,1,21,0,0,0,1,0.10,0.11,0.36,0.19,5.00,20.00,25.00
524,1/23/2011,1,0,1,22,0,0,0,1,0.08,0.09,0.38,0.19,5.00,23.00,28.00
